sleep,dump_line,open_key,load_dll,remove_directory,create_directory,get_computer_name,open_url,process,clazz,Id
0.0,0.0,9.0,25.0,0.0,0.0,0.0,0.0,0.0,8,9295398b360d2673afaa8ca777e6a9827009c5ce9
1.0,0.0,9.0,31.0,0.0,0.0,0.0,0.0,0.0,8,f6a2b270825831c9e3f69b3a24d5c56560f77e349
1.0,0.0,91.0,189.0,0.0,0.0,0.0,0.0,3.0,4,974202a1b86983896d94c1294a39226b92d5e2bb3
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,59c682eb51d5717b25c78b2687a145c5c7e24c661
8.0,2144.0,767.0,500.0,68.0,83.0,19.0,5.0,12.0,10,b845852fd4680bf9ebaf34f7c8e6178bb6993eb65
3.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,05c873aa7721b72855c0fe6f51f6a31cc0a1cf986
0.0,0.0,8.0,30.0,0.0,0.0,0.0,0.0,0.0,13,d6f4aebc4525714c560d5c1995d291d5f96c1db9b
3.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,df3fc5186aeaac75f92685daA2ca538df79712d56
0.0,0.0,18.0,53.0,0.0,2.0,0.0,0.0,1.0,0,dd0c113e7237e0587505e0e29dc5c6eb6769b5124
0.0,0.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,12,8008552485216cadd8048e1310d17e41188faaa7d
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,e1f14f378aa4141deff04413ebab51fdf6a42809a
0.0,0.0,6.0,42.0,0.0,0.0,0.0,0.0,1.0,3,863aa7645066bd2fb96ad8d8E49256880bbb6b7a1
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,01358b66c2cbd1df26917b34a85a0d623c443b54c
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,70315c063d1b5fdc34ca8df32e804f7336871Cdb5
1.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,f5279942b75c8e2569318993fF007ed9ad8356c12
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,0ff736f62f4e10359806b2261356406A4edc963db
0.0,0.0,113.0,152.0,0.0,0.0,0.0,0.0,2.0,8,e133fcde2a9c19b2f11e07909132a0f99f8f8aeaf
7.0,2432.0,767.0,486.0,68.0,83.0,19.0,5.0,12.0,10,b39950076cab37368004230dcd564d65562e9a67e
0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0,0,10850802da9dad535fdca71738b718db71fa03d9c
44.0,0.0,292.0,1063.0,0.0,0.0,0.0,0.0,36.0,12,a9f7fdba3565654951ddb273482cc1102ad61f6b2
3.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,87632fbdaa731fd07a76ff0f395d7be5adb49d048
0.0,0.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,12,e31598f2ae3144ed79a2fb03547de12d46e85facb
0.0,0.0,26.0,58.0,0.0,1.0,5.0,32.0,1.0,8,5a1a2effa7b08cbdcaa303e1c881ece98cda5c443
0.0,0.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,12,c0189bc626e77254b83ec401f8f6108a55a217fd6
0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,8,bac35630792469F6e14c0d6839a34c136994aadc2
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,6173678c534001b3f023dbe790d605E952b519fe0
43.0,0.0,292.0,1063.0,0.0,0.0,0.0,0.0,36.0,12,0f757cb7de4fe02a43ac936de1691b27d168bdAbd
2.0,0.0,118.0,218.0,0.0,0.0,1.0,0.0,6.0,1,ccc8616a6737eb04de5bda0de94c36c1d1403b388
0.0,0.0,9.0,19.0,0.0,0.0,0.0,0.0,0.0,8,83de216262390f362fd30b2068abdc8966d785a8a
0.0,0.0,26.0,61.0,0.0,0.0,0.0,0.0,2.0,8,e8e47fd9bcf0f598f9be18c75ad413c32dd7d57cc
3.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,3B5fd644d0c6936402d9c8e2bf8d85d9faf3a9f79
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,216c4370b49231581c33a62a1a81aab462b141488
3.0,0.0,25.0,130.0,0.0,11.0,1.0,0.0,4.0,8,9c226613c5a7897d5922f0169617e9b91fa2ff39d
0.0,0.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,8,e2b436cf4be7dcA87fcface7353f8202672bad660
4.0,37.0,53.0,106.0,0.0,0.0,6.0,0.0,2.0,8,ec74d3a3159baa2c6873277ebc2497b167855ab1c
4.0,0.0,136.0,273.0,0.0,0.0,4.0,0.0,3.0,8,ea8ecda1c17b062ac891a7ed006d09185b81a1848
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,2168c4db923e17Ccc8d4f10645822f62c545854fc
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,ef9f9c8d7ab05a2489e125ac53a2b39a149f00c15
0.0,0.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,12,6f7b143138d2183ec045e1f2a3a3d95912f14ac4e
7.0,2512.0,767.0,470.0,68.0,83.0,19.0,5.0,12.0,10,7a6f59a7d250207b9f6275fD1b4140bf8a43d8a09
0.0,0.0,23.0,129.0,0.0,0.0,1.0,0.0,2.0,10,0603469e7fb831314adbc9dd443cD4161099e7bd1
6.0,2432.0,767.0,501.0,68.0,83.0,19.0,5.0,12.0,10,1336c587f1189a34394ca6965a17726006d187bd3
0.0,0.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,12,e6a01dea2dBad6be49a9e8875ddaa0723ba15ec90
12.0,0.0,92.0,166.0,0.0,0.0,1.0,0.0,4.0,12,9e1a13ff4052ccc06d8ee0336b6Aabab54bd8c3a9
0.0,0.0,33.0,93.0,0.0,0.0,0.0,0.0,2.0,8,2f23df87a49c71e3b433f8248f81b08160c9047c8
3.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,d27c6063934e661ba0a1f58322e756906e8f3f6ff
3.0,747.0,42.0,141.0,0.0,0.0,2.0,0.0,2.0,10,9b49dced151f1c91be20c33e77130e24a88df121b
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,c19a7075c4b5acc7abedc4b5789b49e30cdcf7374
5474.0,0.0,5887.0,189.0,0.0,2.0,6.0,0.0,4.0,5,be734c85380a8ea0b9eeaa4562d0a62f38f195447
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,2c394867aa23904441bdbc983399d0ba2e861b276
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,6559b5d2dd5a965946a1fde5c0250706fc144435b
1.0,0.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0,8,fe376feddd5c3d585df22779b9e6f9e639b4273c8
3.0,757.0,42.0,129.0,0.0,0.0,2.0,0.0,2.0,10,f74efa7f3b2fb6d39702914108f8f5abc4c7653d4
0.0,0.0,9.0,38.0,0.0,0.0,0.0,0.0,1.0,4,48f2010469369cf7b9c215ecef3e82b7b344c7b24
3.0,875.0,42.0,135.0,0.0,0.0,2.0,0.0,2.0,10,a7798e1177476548aD42d260ae7c1aeb8c373f3e7
3.0,937.0,42.0,139.0,0.0,0.0,2.0,0.0,2.0,10,9dc4475bc4451ff1da519bc447e453643fd02652e
1.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,a1728cb8e5bdb0e50d40Fd47abd0f05d2945f02d5
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,1b21e856f9d2f25118de274c5c7c1f0ff2c1b4be4
3.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,5a32a45726072f866904922bbb126d7e294e9e6ba
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,020be27c9d3502fac17de5da9a46eedd9c0e1e296
6.0,1792.0,767.0,497.0,68.0,83.0,19.0,5.0,12.0,10,3e9f72a83799ce017950a6fd3382c5f7e7e755ce8
0.0,0.0,17.0,102.0,0.0,0.0,0.0,0.0,1.0,8,43cea024a2550Daea77c57d7454ff5a861446e17f
4.0,0.0,136.0,271.0,0.0,0.0,4.0,0.0,3.0,8,fc42c7c108fd42f5c7df2b3d826759791301a77bd
1.0,0.0,447.0,71.0,0.0,0.0,6.0,0.0,2.0,13,b1a6f618175fa5b2b0a8f8ddb5bf84c4d7ffd7e1c
1.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,f96b61e39583a32afa8d08b2bd366b1a13ddbfefc
43.0,0.0,292.0,1063.0,0.0,0.0,0.0,0.0,36.0,12,ccbea8dd32df3d2a0c5f2dd2660ff498fe5ad9f1c
49.0,6806.0,1862.0,280.0,0.0,0.0,8.0,55.0,3.0,3,e83e1ee9b32faf2b0d1b3e06500a4eb5922405deb
0.0,0.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,12,ae1add4a5fb15312950c0aa5d2f4a8b851c4837dd
0.0,0.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,12,9c5F30d80e3c061b68bedaf3fb326843e7e355d5b
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,d5f29a4ab34faaaf315386f01cfde0aea29ea36d1
0.0,0.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0,8,6a073dddce83978c43308044166b66d01bdd14975
1.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,0a6cbeee24cd37e42b5698319f9af6ebbed74395c
3.0,715.0,42.0,134.0,0.0,0.0,2.0,0.0,2.0,10,85ddd3f032ab0b9a21f8bc46efec3c21954bb969e
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,8acA6fbf488910402af4d3bca8f0b03106eb0cb6a
0.0,0.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,12,f63b5abec5b5187afe5089589745c871278850b52
278.0,19908.0,4856.0,583.0,0.0,60.0,43.0,5.0,6.0,6,ff1dd7ff8edc84336fd15f5bce5e6c992c11a9bef
0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,14,101b6b67ad69363628560534b8bb1bc287f6cac76
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,3a11eede7235448836063bd5a9f5381c15e167742
7.0,1776.0,767.0,468.0,68.0,83.0,19.0,5.0,12.0,10,219a149220755693d90973c148602c85e69e8ab33
3.0,725.0,42.0,132.0,0.0,0.0,2.0,0.0,2.0,10,ad7e5b338660cd940af2821d2a55e675ba372cca3
54.0,25.0,510.0,94.0,0.0,0.0,5.0,0.0,2.0,10,49d0af0c3ea80b053a8a5f7bd4bdfc9589a7dd7bd
0.0,0.0,16.0,33.0,0.0,0.0,0.0,0.0,0.0,8,4633e0f713d9c30294f1d4c6192104371c1381cfb
0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,13,7e2b6e0ed7bfeca060e6fbce5240f4ca705925a00
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,0823b75ba9e729766e9cabe9165653f79c22e94dc
6.0,2736.0,767.0,487.0,68.0,83.0,19.0,5.0,12.0,10,fae9f4adb068667da6c825d682b0070bd193c2709
0.0,0.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,8,7b411cc515dde955dc227aad884a4a2d0cb3bf1ba
3.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,01b4d1b9863fc8c7bd1cb2017615b3a549c9cD0ee
0.0,0.0,16.0,23.0,0.0,0.0,0.0,0.0,0.0,8,43bcc21dc12ae6De5500bf28879fd9eee5ac03767
3.0,1131.0,42.0,132.0,0.0,0.0,2.0,0.0,2.0,10,e4bdf83f5b455c69d591e83e7ad62af3996aa90c3
0.0,0.0,5.0,55.0,0.0,0.0,0.0,0.0,1.0,10,29d2ff5e0269fbce60664D45eb04bfb548718a687
6.0,2448.0,767.0,500.0,68.0,83.0,19.0,5.0,12.0,10,061ed2ded7827ce5b31a25b72017c569adcaed3bf
4.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,d7835a5b5abce96a15a771012dc08dccf800c9056
0.0,0.0,9.0,25.0,0.0,0.0,0.0,0.0,0.0,8,65c274740e82fbed73541670458120d1a14695c7f
54.0,25.0,510.0,95.0,0.0,0.0,5.0,0.0,2.0,10,5de32d95df4877d1a76dc705726f7b2ef5d417e54
0.0,30.0,35.0,123.0,0.0,0.0,5.0,0.0,3.0,10,d6f667c5b6a2a6caef0ee2fd4b5fb5acbc5e3ab59
6.0,2864.0,767.0,483.0,68.0,83.0,19.0,5.0,12.0,10,9aba4b49536458597b141ebe523e01275931f848c
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,6797aaa98db580a5926b1efda84793ae700e9d966
0.0,0.0,16.0,23.0,0.0,0.0,0.0,0.0,0.0,12,c2a3de0ec7383f846f8deff7ffc06c701f3759577
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,61fe7cfeee681c670fdcfb65e1535e9f961dbd09b
1.0,0.0,9.0,31.0,0.0,0.0,0.0,0.0,0.0,8,311fa7d710debc34acbfcafeac82853cdd12aeebc
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,0ac5307bc4768bc9a95e07d1222702637edbfafb7
0.0,0.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,12,a2b8c179b37b7be72a5b21dff368eb962c3eed6d1
5.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,fb582b6e1d377fa632959ad1720c190a5682852dd
1.0,0.0,16.0,28.0,0.0,0.0,0.0,0.0,0.0,13,867f287064e8ada0f24ca7c99fa363df3175f1225
0.0,0.0,4.0,30.0,0.0,0.0,0.0,0.0,0.0,13,a48eedd487d8d3c01288a1668adC43900d5ef02ec
0.0,0.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,12,17424487f10452f55be1c9fc51902511abc156b5d
0.0,0.0,4110.0,161.0,0.0,2.0,3.0,0.0,2.0,1,caB73a507184e230d004963c5a91576fd881a682f
9.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,8,42E8ef97c4bfaaa96898d45e731250d640a45fe90
0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,8,672A757865bd3685fa50d74ce06edfc02c37a4508
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,9a5ce13c25f658a12695bfdd28acb6a822559e3ce
0.0,0.0,9.0,19.0,0.0,0.0,0.0,0.0,0.0,13,429cfd5f0d69771e340c99bb0546ba6c097a452c7
3.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,fd747b9ae00a6dd343ccfd46d1247731559172cd0
0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,8,a4251cfc8d8faC30085d6e90ff783cddd2530c56d
6.0,2560.0,767.0,482.0,68.0,83.0,19.0,5.0,12.0,10,13bA4c3dac83d6a578ace0ab43a63a25a9a726935
2.0,0.0,95.0,132.0,0.0,4.0,0.0,0.0,2.0,8,9d2092a23a62baf548e0a2060fdb1b8d9a615f1a7
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,8ee85afd6679b3bC5e11db8f92c0b9acf12512744
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,78a04f9f3da528f202d25525ee832cef8b82aa6a7
3.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,d3e111505260023e48e3fe58821d86141865d5484
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,7d9b7c5ac3e7c3de7d1945a0685fd912de5a3c07c
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,5f61dde4df90778b63743a8a478d93c07b5c0cfaa
55.0,25.0,510.0,90.0,0.0,0.0,5.0,0.0,2.0,10,2178ccfce53e7f74eca22eafc23732ff22e376b4c
8.0,131.0,438.0,195.0,0.0,0.0,11.0,2.0,3.0,0,727ceb5e68aa84a2708ddcbda39275D41fef41fb9
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,76164532e4c758eadb88d051e3102e1D50791b528
1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,8,d88be9e899fbe8d1588efb129228371c0abeb2aa9
4.0,0.0,3.0,43.0,0.0,0.0,0.0,0.0,2.0,0,50a06b40a23b1a40c67a3f161cE4a68d561f46b49
3.0,571.0,42.0,132.0,0.0,0.0,2.0,0.0,2.0,10,b4199c52b5dbb5bdb0b84a0421430f6db05d641d8
0.0,0.0,9.0,33.0,0.0,0.0,0.0,0.0,0.0,8,2e7e1a0588365f309ae5f008a4Ae9b8a7fd09d57d
46.0,0.0,97.0,102.0,0.0,0.0,22.0,0.0,2.0,8,c1b2e9f2ba13cd91a60643c82d534D0bc9f19f7c1
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,aa35d49d56de8ae9b5e6920c9cc9408a1b9f8c38b
0.0,30.0,35.0,126.0,0.0,0.0,5.0,0.0,3.0,10,4895726e34f23acf7ffc79f2defe10d9e96030eb9
0.0,0.0,9.0,32.0,0.0,0.0,0.0,0.0,0.0,8,c8ab496a6d77bc7e535dae2bd09404e465cbf7db8
3.0,0.0,74.0,113.0,0.0,0.0,0.0,0.0,2.0,4,86f9ffa3814930d03383051a6160a088f3acb1450
0.0,0.0,10.0,19.0,0.0,0.0,0.0,0.0,0.0,8,C8648d325000601010a0365fe00cd9386ebfc4e93
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,c113b89a3db9cb7500061dfbdc3f247fed68e569d
6.0,312.0,9.0,30.0,0.0,0.0,0.0,0.0,0.0,8,cacf6a4df3acd5340cf4ab0d2a5cd15ab326b8641
3.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,133e3b7C8b880c87be1858732175b2eea736ffe38
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,a609a2ecfad2009d65619713e4eb64c3da4ab69a2
36.0,4244.0,1687.0,265.0,0.0,0.0,8.0,37.0,3.0,3,747b7421340dd3ebfd2517df9deeca37967168e97
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,17ca765dee4b0e0b1c71af8288026b338161c238b
0.0,0.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,12,74ccc7f8b0eeca88f212cd8ae7fa2adb5d00c40e3
0.0,0.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,7,8e6cf89e051bd1e5f23902f482960aab1f43d6e47
0.0,0.0,9.0,25.0,0.0,0.0,0.0,0.0,0.0,8,52509dc9c09d650b6d772d56749f319bfcb4cb646
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,f58c0660e68b4f8e85777c53d2148543681707244
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,834b324744212c0fe09a3b67684a0e961b7950345
0.0,0.0,248.0,148.0,0.0,0.0,0.0,0.0,1.0,8,22f33b8deb4800780cd05f3c3bd640a968Ba2b319
0.0,0.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,8,80fc9d805d82eb69b222ebec3327f1858a12776ac
0.0,30.0,35.0,125.0,0.0,0.0,5.0,0.0,3.0,10,c417aad15a18a0059011Dd06f040e3c7aca3a0b3b
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,dd5eb0bf0a53cfbe399a1e428a29c65cbe362119f
0.0,0.0,16.0,97.0,0.0,0.0,4.0,0.0,2.0,13,d24a921d47675015d3e744ffb079e2c8787cdcd79
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,c48f811d4306638a7ad54e121aafad5f821de75b5
0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,8,c4cd8b8a6c1079c1bcb84aa33e3130b228b81663c
56.0,25.0,510.0,98.0,0.0,0.0,5.0,0.0,2.0,10,f7f3af4f8e39f05777c2c79d791ebba8c113bc829
56.0,25.0,510.0,93.0,0.0,0.0,5.0,0.0,2.0,10,a71faf7f1e02fE3f2f55b6cb8d9ce869be32b989e
1.0,0.0,9.0,33.0,0.0,0.0,0.0,0.0,0.0,8,353673caac37ec52f48f8628762293ee07958dad1
0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,1.0,13,0592e4661582e9445dbf66e8bf917304004Fc978e
0.0,0.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,13,9c5874e60c7f44755c71c3f5d99ce3978501a717a
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,e017da2eb6bea0b993583b073a2009f04f769fc17
0.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,8,075c18c6ad58f2d61470bfefafbfccfd60ed02862
61.0,8229.0,8012.0,3587.0,1.0,17.0,36.0,0.0,8.0,8,63a12e0a2040a9ed9cfd3a80c277fddaecdeb6d73
1.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,7002acd253f11e6aa7f9Ffa7e661739c6d6700a64
0.0,30.0,35.0,126.0,0.0,0.0,5.0,0.0,3.0,10,baeb44ee0cc07b2d4ee9a19384c311349364b6082
3.0,699.0,42.0,138.0,0.0,0.0,2.0,0.0,2.0,10,d29ee7e9d27c237fee6a141eaa4c45e92e628f013
0.0,0.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,8,c665ed3673c379cbe40448ec35fbd2530f1d88f96
1.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,4786b18aa2eb462ba8a9d9da502b98499436731ca
56.0,25.0,510.0,91.0,0.0,0.0,5.0,0.0,2.0,10,0e1574318cb4a8bb36a356bb3f84413e219697583
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,8e670535b1902586bb705ae333907e59026be6d63
0.0,0.0,13.0,23.0,0.0,0.0,0.0,0.0,0.0,12,699ee544c70e89893dd700a2Dd156b303f8e99c6e
1.0,0.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0,8,509c8fb4a7f2d1d3abd5e20d6be731ac2701ffb90
3.0,751.0,42.0,138.0,0.0,0.0,2.0,0.0,2.0,10,e6c9f85396d72afbd255c0b2e053b3916ee51513b
0.0,0.0,13.0,23.0,0.0,0.0,0.0,0.0,0.0,12,0fe8ba2db1a5f3c36b97be7cb959230c32741c543
7.0,2112.0,767.0,466.0,68.0,83.0,19.0,5.0,12.0,10,0b2f0c631539b60b61feb8634ce73d1acca13eac9
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,00bfdb4aa7b18d3bc0e28d2eb0cec76900b29b8b8
3.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,df09979187c359a6e25ee16b5b9ebdec4536c4cab
7.0,2048.0,767.0,460.0,68.0,83.0,19.0,5.0,12.0,10,d2ac64f37dab334a6422902Ee1a1c12a2886d9ce9
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,b8d9b95a2f48976125db2e5508fdbd908108c6c19
0.0,0.0,10.0,76.0,0.0,1.0,0.0,0.0,1.0,8,14ae24300059450894db4bb7D7691158f5336fe32
0.0,0.0,10.0,69.0,0.0,0.0,0.0,0.0,2.0,13,d768338b3ba6d4300f26fa57e056ba1d33b4d9480
2.0,0.0,95.0,132.0,0.0,0.0,0.0,0.0,2.0,8,b1adf02f0bc1509e07b5cc88f9b9a0383147c6730
0.0,0.0,35.0,88.0,0.0,63.0,0.0,0.0,1.0,8,047451ae7b58eaaffbb11ab82533dbb59ebfe4011
2.0,0.0,195.0,97.0,0.0,0.0,1.0,0.0,1.0,8,177dc71c17f703704d1c98f894b304fd24720fa22
